100,102,(Adjust your evasion skill.),"(By default, you struggle using your full evasion skill.  You can use less of your skill and make it harder for you to struggle free.)",,"DialogSkillGreater(""Evasion"", 1)"
100,110,(Call the maids for help),(The maids are not supposed to take room calls. This will result in punishment and public humiliation. Are you sure?),,DialogCanCallMaidsPunishmentOn()
100,0,(Call the maids for help),(The maids will be here shortly...),DialogCallMaids(),DialogCanCallMaidsPunishmentOff()
100,120,(Use your safeword.),"(A safeword is serious and should not be used to cheat.  It can revert your clothes and restraints to when you entered the lobby, or release you completely.)",,DialogChatRoomCanSafeword()
100,,(Take a photo of yourself.),(You can use or remove items by selecting specific body regions on yourself.),DialogPhotoPlayer(),DialogCanTakePhotos()
100,,(Craft an item.),(You can use or remove items by selecting specific body regions on yourself.),DialogOpenCraftingScreen(),DialogCanCraft()
100,,(Play Kinky Dungeon),,DialogStartKinkyDungeon(),DialogHasGamingHeadset()
100,0,(Back to main menu.),(Main menu.),,
101,,,"(By default, you restrain using your full bondage skill.  You can use less of your skill and make it easier for your victims to escape.)",,
101,100,(Use your full bondage skill.  100%),(You will now use your full bondage skill when using a restraint.  100%),"DialogSetSkillRatio(""Bondage"", 100)",
101,100,(Use most of your bondage skill.  75%),(You will now use most of your bondage skill when using a restraint.  75%),"DialogSetSkillRatio(""Bondage"", 75)",
101,100,(Use half of your bondage skill.  50%),(You will now use half of your bondage skill when using a restraint.  50%),"DialogSetSkillRatio(""Bondage"", 50)",
101,100,(Use very little of your bondage skill.  25%),(You will now use very little of your bondage skill when using a restraint.  25%),"DialogSetSkillRatio(""Bondage"", 25)",
101,100,(Use none of your bondage skill.  0%),(You will now use none of your bondage skill when using a restraint.  0%),"DialogSetSkillRatio(""Bondage"", 0)",
101,100,(Don't change your skill.),(You can use or remove items by selecting specific body regions on yourself.),,
102,,,"(By default, you struggle using your full evasion skill.  You can use less of your skill and make it harder for you to struggle free.)",,
102,100,(Use your full evasion skill.  100%),(You will now use your full evasion skill when trying to struggle free.  100%),"DialogSetSkillRatio(""Evasion"", 100)",
102,100,(Use most of your evasion skill.  75%),(You will now use most of your evasion skill when trying to struggle free.  75%),"DialogSetSkillRatio(""Evasion"", 75)",
102,100,(Use half of your evasion skill.  50%),(You will now use half of your evasion skill when trying to struggle free.  50%),"DialogSetSkillRatio(""Evasion"", 50)",
102,100,(Use very little of your evasion skill.  25%),(You will now use very little of your evasion skill when trying to struggle free.  25%),"DialogSetSkillRatio(""Evasion"", 25)",
102,100,(Use none of your evasion skill.  0%),(You will now use none of your evasion skill when trying to struggle free.  0%),"DialogSetSkillRatio(""Evasion"", 0)",
102,100,(Don't change your skill.),(You can use or remove items by selecting specific body regions on yourself.),,
110,0,(Yes! Get me out of this room!),(The maids will be here shortly...),DialogCallMaids(),DialogCanCallMaids()
110,0,"(No, don't call the maids.)",(You can use or remove items by selecting specific body regions on yourself.),,
120,121,(Revert Character.),(This will revert your character's clothes and restraints back to how they were when you entered the lobby. Use this if you were forced into restraints against your consent. Are you sure you want to revert your character?),,
120,122,(Release Character.),(This will immediately release you of ALL restraints you are wearing and return you to the Main Lobby. Use this only if you are stuck in restraints and nobody can or wants to help you. Are you sure about this?),,
120,0,(Don't use Safeword.),(You can use or remove items by selecting specific body regions on yourself.),,
121,0,"(Yes, revert Character.)",(You can use or remove items by selecting specific body regions on yourself.),DialogChatRoomSafewordRevert(),
121,0,"(No, don't revert Character.)",(You can use or remove items by selecting specific body regions on yourself.),,
122,0,"(Yes, I want to be released.)",,DialogChatRoomSafewordRelease(),
122,0,"(No, don't release me.)",(You can use or remove items by selecting specific body regions on yourself.),,
OrgasmFailPassive0,,,The stimulation ends just before you go over the edge.,,
OrgasmFailPassive1,,,The vibrators cut off right before you reach climax.,,
OrgasmFailPassive2,,,"The vibrators deny you a chance to finish, stopping abruptly.",,
KinkyDungeonExit,,,SourceCharacter quit a game of Kinky Dungeon at level KinkyDungeonLevel,,
KinkyDungeonLose,,,SourceCharacter met her defeat in Kinky Dungeon! She made it to level KinkyDungeonLevel before succumbing.,,
SavedExpressionsSave,,,Save,,
SavedExpressionsLoad,,,Load,,
SavedExpressions,,,Save/Load Expressions,,
SavedExpressionsEmpty,,,(Empty),,
GGTSControl,,,GGTS control this item,,
ItemArmsWrappedBlanketSelect,,,Select Blanket Bondage,,
ItemArmsWrappedBlanketNormalWrapped,,,Normal,,
ItemArmsWrappedBlanketShouldersWrapped,,,Shoulders Wrapped,,
ItemArmsWrappedBlanketFeetWrapped,,,Feet Wrapped,,
ItemArmsWrappedBlanketFullWrapped,,,Fully Wrapped,,
ItemArmsWrappedBlanketSetNormalWrapped,,,SourceCharacter wraps TargetCharacter in a blanket.,,
ItemArmsWrappedBlanketSetShouldersWrapped,,,SourceCharacter wraps TargetCharacter with her shoulders in a blanket.,,
ItemArmsWrappedBlanketSetFeetWrapped,,,SourceCharacter wraps TargetCharacter with her feet in a blanket.,,
ItemArmsWrappedBlanketSetFullWrapped,,,SourceCharacter fully wraps TargetCharacter in a blanket.,,
SelectItem,,,Select an item to use.,,
SelectItemGroup,,,Select an item to use on the GroupName.,,
SelectActivity,,,Select an activity.,,
SelectActivityGroup,,,Select an activity to use on the GroupName.,,
CraftedItemProperties,,,Crafted item properties.,,
CannotUseOnSelf,,,Cannot use on yourself.,,
RequireSelfBondage1,,,Requires self-bondage 1.,,
RequireSelfBondage2,,,Requires self-bondage 2.,,
RequireSelfBondage3,,,Requires self-bondage 3.,,
RequireSelfBondage4,,,Requires self-bondage 4.,,
RequireSelfBondage5,,,Requires self-bondage 5.,,
RequireSelfBondage6,,,Requires self-bondage 6.,,
RequireSelfBondage7,,,Requires self-bondage 7.,,
RequireSelfBondage8,,,Requires self-bondage 8.,,
RequireSelfBondage9,,,Requires self-bondage 9.,,
RequireSelfBondage10,,,Requires self-bondage 10.,,
RemoveClothesForItem,,,Remove some clothes first.,,
UnZipSuitForItem,,,Unzip the suit first.,,
RemoveSuspensionForItem,,,Remove the suspension first.,,
ReleaseHogtieForItem,,,Release from hogtie first.,,
RemoveRestraintsFirst,,,Remove some restraints first.,,
CannotBeUsedWhenMounted,,,Cannot be used when mounted.,,
CannotBeUsedWhenYoked,,,Cannot be used while yoked.,,
CannotBeUsedWithFeetSpreader,,,Cannot be used while the legs are spread.,,
CannotBeUsedWhileServingDrinks,,,Cannot be used while serving drinks.,,
CannotHaveWand,,,Remove the wand first.,,
CannotUse,,,Cannot use this.,,
RemoveChastityFirst,,,Must remove chastity first.,,
RemoveChainForItem,,,Remove the chain first.,,
MustCollaredFirst,,,A collar must be fitted first to attach accessories to.,,
MustBeOnBed,,,Must be on a bed to attach addons to.,,
AddItemsToUse,,,Must have an arm/torso/pelvis item to use ceiling tethers.,,
MustBeArmCuffedFirst,,,Must be wearing a set of arm cuffs first.,,
MustBeFeetCuffedFirst,,,Must be wearing a set of ankle cuffs first.,,
NoClothAndCollared,,,Remove some clothes and requires a collar.,,
LegsCannotOpen,,,Legs cannot open.,,
LegsCannotClose,,,Legs cannot close.,,
MustBeAbleToKneel,,,Must be able to kneel.,,
MustStandUpFirst,,,Must stand up first.,,
MustFreeFeetFirst,,,Must free feet first.,,
MustFreeArmsFirst,,,Must free arms first.,,
MustFreeLegsFirst,,,Must free legs first.,,
MustFreeHandsFirst,,,Must free hands first.,,
RemoveShacklesFirst,,,Must remove shackles first.,,
RemoveFaceMaskFirst,,,Must remove face mask first.,,
MustFreeVulvaFirst,,,Must empty vulva first.,,
MustFreeClitFirst,,,Must remove clitoris piercings first,,
MustFreeButtFirst,,,Must empty butt first.,,
OwnerBlockedRemotes,,,The use of remotes is forbidden by your owner,,
CannotBeUsedOverGag,,,Cannot be used over the applied gags.,,
CannotBeUsedOverMask,,,Cannot be used over the applied mask.,,
CannotBeUsedOverHood,,,Cannot be used over the applied hood.,,
NeedsNippleRings,,,Requires round piercings on nipples.,,
BlockedByRoom,,,Blocked in this room.,,
Cancel,,,Cancel,,
Exit,,,Back to character,,
Next,,,View next items,,
Prev,,,View previous items,,
Crafting,,,Crafted properties,,
CraftingMember,,,Crafter: MemberName (MemberNumber),,
CraftingName,,,Name: CraftName,,
CraftingDescription,,,Description: CraftDescription,,
CraftingProperty,,,Property: CraftProperty,,
NextPage,,,View next page,,
PrevPage,,,View previous page,,
Remove,,,Remove the item,,
Use,,,Use this item,,
UseDisabled,,,Unable to use due to player permissions,,
Struggle,,,Try to struggle out,,
Dismount,,,Dismount,,
Escape,,,Escape from the item,,
LockMenu,,,Lock related actions,,
Lock,,,Use a lock,,
LockDisabled,,,Unable to lock item due to player permissions,,
Unlock,,,Unlock the item,,
PickLock,,,Try to pick the lock,,
PickLockJammed,,,Try to pick the lock (jammed),,
LockCancel,,,Return to the item menu,,
CraftingCancel,,,Return to the item menu,,
InspectLock,,,Inspect the lock,,
InspectLockDisabled,,,Unable to inspect due to player permissions,,
Remote,,,Use your remote,,
RemoteDisabled,,,Unable to use due to player permissions,,
RemoteDisabledForNoRemote,,,You have not bought a remote yet.,,
RemoteDisabledForNoRemoteOwnerRuleActive,,,Your owner is preventing you from using remotes.,,
RemoteDisabledForNoLoversRemote,,,You have not bought a lover's remote yet.,,
RemoteDisabledForRemotesBlocked,,,Using remotes on this item has been blocked,,
RemoteDisabledForNoAccess,,,You do not have access to this item,,
RemoteDisabledForCannotInteract,,,Your hands must be free to use remotes,,
DialogNormalMode,,,Exit permission mode,,
DialogPermissionMode,,,Edit item permissions,,
Activity,,,Sexual activities,,
ShowAllZones,,,Show all zones,,
ButtPump,,,Use the butt plug's pump,,
ColorPick,,,Color of next item,,
ColorPickDisabled,,,Unable to change color due to player permissions,,
ColorChange,,,Change color,,
ColorSelect,,,Use this color,,
ColorCancel,,,Default color,,
ColorSave,,,Save color to currently selected slot,,
Challenge,,,Challenge:,,
Swapping,,,Swapping...,,
Picking,,,Picking the lock...,,
Decoding,,,Decoding the lock...,,
Hacking,,,Hacking the item...,,
Struggling,,,Struggling...,,
Unlocking,,,Unlocking...,,
Removing,,,Removing...,,
Dismounting,,,Dismounting...,,
Escaping,,,Escaping...,,
Locking,,,Locking...,,
Adding,,,Adding...,,
Using75,,,Using 75% of your skill...,,
Using50,,,Using 50% of your skill...,,
Using25,,,Using 25% of your skill...,,
Using0,,,Using none of your skill...,,
Impossible,,,Impossible to escape!,,
Strength,,,Use brute force,,
Flexibility,,,Try to squeeze out,,
Dexterity,,,Try to unfasten,,
ChooseStruggleMethod,,,Choose struggling method...,,
CanStruggle,,,Struggle to free yourself,,
CannotStruggle,,,You'll need help to get out,,
CanUnlock,,,You can unlock yourself,,
CannotUnlock,,,You cannot unlock yourself,,
ZoneBlocked,,,This zone is out of reach from another item,,
LockZoneBlocked,,,Another item is blocking access to this lock,,
AccessBlocked,,,You cannot access your items,,
NoItems,,,You have no items in this category,,
ProgressDex,,,Click when the player reaches the buckle to progress,,
ProgressFlex,,,Click the ropes before they hit the ground to progress,,
ProgressClick,,,Click here to speed up the progress,,
ProgressKeys,,,Alternate keys A and S to speed up,,
ProgressKeysController,,,Alternate keys A and S or X and Y on a Controller to speed up,,
SelectInflateLevel,,,Select inflation level,,
GwenHoodSelectStyle,,,Select hood style,,
GwenHoodStyleHairOutAccOut,,,Hair out & Accessories out,,
GwenHoodStyleHairInAccOut,,, Hair in & Accessories out ,,
GwenHoodStyleHairOutAccIn,,, Hair out & Accessories in ,,
GwenHoodStyleHairInAccIn,,, Hair in & Accessories in ,,
GwenHoodChangeStyleHairOutAccOut,,,SourceCharacter changes the style of DestinationCharacter gwen hood.,,
GwenHoodChangeStyleHairInAccOut,,,SourceCharacter changes the style of DestinationCharacter gwen hood.,,
GwenHoodChangeStyleHairOutAccIn,,,SourceCharacter changes the style of DestinationCharacter gwen hood.,,
GwenHoodChangeStyleHairInAccIn,,,SourceCharacter changes the style of DestinationCharacter gwen hood.,,
SelectOpenFaceHoodStyle,,,Select a hood style.,,
OpenFaceHoodStyleHideBackHair,,,Hair in,,
OpenFaceHoodStyleShowBackHair,,,Hair out,,
ClothJacketSelect,,,Select the hoodie style.,,
ClothJacketNormal,,,None,,
ClothJacketHooded,,,Hooded,,
ClothJacketHoodedEarsOut,,,Hooded (ears visible),,
ClothAccessoryScarfSelect,,,Select a scarf style.,,
ClothAccessoryScarfHideMouth,,,Hide Mouth,,
ClothAccessoryScarfBundled,,,Bundled,,
ClothAccessoryScarfShowMouth,,,Normal,,
ItemHoodOpenFaceHoodSetHideBackHair,,,SourceCharacter changes the style of DestinationCharacter hood.,,
ItemHoodOpenFaceHoodSetShowBackHair,,,SourceCharacter changes the style of DestinationCharacter hood.,,
PumpLevel0,,,Pump gag level: Empty,,
PumpLevel1,,,Pump gag level: Light,,
PumpLevel2,,,Pump gag level: Inflated,,
PumpLevel3,,,Pump gag level: Bloated,,
PumpLevel4,,,Pump gag level: Full mouth,,
InflateLevelEmpty,,,Empty,,
InflateLevelLight,,,Light,,
InflateLevelInflated,,,Inflated,,
InflateLevelBloated,,,Bloated,,
InflateLevelMaximum,,,Maximum,,
InflateLevel0,,,Inflation level: Empty,,
InflateLevel1,,,Inflation level: Light,,
InflateLevel2,,,Inflation level: Inflated,,
InflateLevel3,,,Inflation level: Bloated,,
InflateLevel4,,,Inflation level: Max,,
SelectSuctionLevel,,,Select suction level,,
SuctionLevelLoose,,,Loose,,
SuctionLevelLight,,,Light,,
SuctionLevelMedium,,,Medium,,
SuctionLevelHeavy,,,Heavy,,
SuctionLevelMaximum,,,Maximum,,
ClearFacialExpressions,,,Clear facial expressions,,
WinkFacialExpressions,,,Wink/Blink,,
BlindToggleFacialExpressions,,,Toggle closed eyes blindness,,
ClearActivePoses,,,Clear active poses,,
PoseMenu,,,Pose,,
DeflateIt,,,Deflate it,,
PumpIt,,,Pump it,,
pumps,,,pumps,,
deflates,,,deflates,,
plug,,,plug,,
gag,,,gag,,
's,,,'s,,
Heads,,,Heads,,
Tails,,,Tails,,
Her,,,her,,
Herself,,,herself,,
Someone,,,Someone,,
KneelDown,,,SourceCharacter kneels down,,
StandUp,,,SourceCharacter stands up,,
KneelDownPass,,,SourceCharacter carefully lowers herself down.,,
StandUpPass,,,SourceCharacter manages to get to her feet.,,
KneelDownFail,,,SourceCharacter almost loses her balance trying to kneel down!,,
StandUpFail,,,SourceCharacter tries to stand up but loses her balance and falls!,,
HelpKneelDown,,,SourceCharacter helps TargetCharacter to kneel down,,
HelpStandUp,,,SourceCharacter helps TargetCharacter to stand up,,
ChangeClothes,,,SourceCharacter changes DestinationCharacter clothes.,,
LARPChangeTeamClass,,,SourceCharacter selects her team and class.,,
LARPGameStart,,,SourceCharacter has started the LARP game.,,
MagicBattleGameStart,,,SourceCharacter has started the Magic Battle.,,
SafewordDisabled,,,"Your safeword is disabled, it cannot be used at the moment.",,
Private,,,Private,,
Public,,,Public,,
Locked,,,Locked,,
Unlocked,,,Unlocked,,
CantChangeWhileLocked,,,Cannot change while locked,,
Delete,,,Delete,,
ConfirmDelete,,,Confirm,,
Beep,,,Beep,,
BeepFrom,,,Beep from,,
BeepWithMessage,,,With Message,,
BeepWithMail,,,(Mail),,
BeepFromOwner,,,Beep from your owner in your private room,,
SentBeep,,,Sent at,,
ChatRoomSpaceAsylum,,,<i>Asylum</i>,,
InAsylum,,,in the Asylum,,
InLarp,,,in LARP,,
InMagicBattle,,,in Magic Battle,,
ReceivedBeep,,,Received at,,
YourRoom,,,<i>Your private room</i>,,
InRoom,,,in room,,
PrivateRoom,,,<i>Private room</i>,,
WrestlingRing,,,Wrestling Ring,,
Introduction,,,Introduction,,
KidnapLeague,,,Kidnappers League,,
MaidQuarters,,,Maid Quarters,,
MainHall,,,Main Hall,,
Management,,,Club Management,,
Shibari,,,Shibari Dojo,,
Bedroom,,,Bedroom,,
HorseStable,,,Horse Stable,,
Nursery,,,Nursery,,
PrisonHall,,,Prison Hall,,
BDSMRoomBlue,,,BDSM Room Blue,,
BDSMRoomPurple,,,BDSM Room Purple,,
BDSMRoomRed,,,BDSM Room Red,,
Gardens,,,Gardens,,
IndoorPool,,,Indoor Pool,,
OutdoorPool,,,Outdoor Pool,,
MaidCafe,,,Maid Café,,
PublicBath,,,Public Bath,,
Onsen,,,Onsen,,
ParkDay,,,Park Day,,
ParkNight,,,Park Night,,
ChillRoom,,,Chill Room,,
Boudoir,,,Boudoir,,
Kitchen,,,Kitchen,,
DiningRoom,,,Dining Room,,
BondageBedChamber,,,Bondage Bedchamber,,
Beach,,,Beach,,
SheikhPrivate,,,Sheikh Private Room,,
SheikhTent,,,Sheikh Tent,,
SlumApartment,,,Slum Apartment,,
ForestPath,,,Forest Path,,
DeepForest,,,Deep Forest,,
SpookyForest,,,Spooky Forest,,
SlumRuins,,,Slum Ruins,,
AbandonedBuilding,,,Abandoned Building,,
AbandonedSideRoom,,,Abandoned Side Room,,
BalconyNight,,,Balcony Night,,
CozyLivingRoom,,,Cozy Living Room,,
RooftopParty,,,Rooftop Party,,
PartyBasement,,,Party Basement,,
CosyChalet,,,Cosy Chalet,,
AlchemistOffice,,,Alchemist Office,,
ResearchPrep,,,Research Lab,,
ResearchProgress,,,Research Lab,,
HellEntrance,,,Entrance to Hell,,
HeavenEntrance,,,Entrance to Heaven,,
OldFarm,,,Old Farm,,
RustySaloon,,,Rusty Saloon,,
PirateIsland,,,Pirate Island,,
PirateIslandNight,,,Pirate Island Night,,
ShipDeck,,,Ship's Deck,,
Shipwreck,,,Ship Wreck,,
CaptainCabin,,,Captain Cabin,,
UnderwaterOne,,,Underwater One,,
BeachHotel,,,Beach Hotel,,
DystopianCity,,,Dystopian City,,
ForestCave,,,Forest Cave,,
Kennels,,,Kennels,,
LockerRoom,,,Locker Room,,
SciFiCell,,,Sci Fi Cell,,
SpaceCaptainBedroom,,,Space Station Captain Bedroom,,
TiledBathroom,,,Tiled Bathroom,,
WoodenCabin,,,Wooden Cabin,,
MedinaMarket,,,Medina Market,,
ThroneRoom,,,Throne Room,,
Dungeon,,,Dungeon,,
Industrial,,,Industrial,,
SunTemple,,,Sun Temple,,
BackAlley,,,Back Alley,,
CreepyBasement,,,Creepy Basement,,
Cellar,,,Cellar,,
SlumCellar,,,Slum Cellar,,
BarRestaurant,,,Bar Restaurant,,
DungeonRuin,,,Ruined Dungeon,,
SlipperyClassroom,,,Slippery Classroom,,
MiddletownSchool,,,Middletown School,,
SchoolHospital,,,School Hospital,,
SchoolRuins,,,Abandoned School,,
SecretChamber,,,Secret Chamber,,
VaultCorridor,,,Vault Corridor,,
AncientRuins,,,Ancient Ruins,,
JungleTemple,,,Jungle Temple,,
CeremonialVenue,,,Ceremony Venue,,
BeachCafe,,,Beach Promenade Café,,
BoutiqueMain,,,Boutique Shop,,
BoutiqueBack,,,Shop Dressing Rooms,,
Confessions,,,Confessions,,
DesolateVillage,,,Desolate Village,,
LostVages,,,Lost Wages Casino,,
WeddingRoom,,,Wedding Room,,
WeddingArch,,,Wedding Arch,,
WeddingBeach,,,Wedding Beach,,
WitchWood,,,Witch Wood,,
ParkWinter,,,Park Winter,,
XmasEve,,,Xmas Eve Lounge,,
XmasDay,,,Xmas Day Lounge,,
StreetNight,,,Street Night,,
SnowyStreet,,,Snowy Street,,
SynthWave,,,Virtual World,,
AsylumEntrance,,,Entrance,,
AsylumBedroom,,,Bedroom,,
AsylumMeeting,,,Meeting,,
AsylumTherapy,,,Therapy,,
PaddedCell,,,Padded Cell,,
PaddedCell2,,,Padded Cell 2,,
AsylumGGTSRoom,,,GGTS Computer Room,,
Ranch,,,Ranch,,
OutdoorPool2,,,Luxury Pool,,
Wagons,,,Wagon Circle,,
Desert,,,Desert,,
WesternStreet,,,Western Street,,
RainyForestPathDay,,,Rainy Forest Path Day,,
RainyForstPathNight,,,Rainy Forest Path Night,,
RainyStreetDay,,,Rainy Street Day,,
RainyStreetNight,,,Rainy Street Night,,
SnowyChaletDay,,,Snowy Chalet Day,,
SnowyChaletNight,,,Snowy Chalet Night,,
SnowyDeepForest,,,Snowy Deep Forest,,
SnowyForestPathDay,,,Snowy Forest Path Day,,
SnowyForestPathNight,,,Snowy Forest Path Night,,
SnowyLakeNight,,,Snowy Lake Night,,
SnowyStreetDay1,,,Snowy Street Day 1,,
SnowyStreetDay2,,,Snowy Street Day 2,,
SnowyStreetNight2,,,Snowy Street Night,,
SnowyTown1,,,Snowy Town 1,,
SnowyTown2,,,Snowy Town 2,,
NightClub,,,Nightclub,,
EgyptianExhibit,,,Egyptian Exhibit,,
SciFiOutdoors,,,Sci Fi Outdoors,,
Castle,,,Fancy Castle,,
EgyptianTomb,,,Egyptian Tomb,,
PoolBottom,,,Pool Bottom,,
LatexRoom,,,Latex Room,,
OutsideCells,,,Outside Cells,,
Infiltration,,,Infiltration Bunker,,
MovieStudio,,,Movie Studio,,
CollegeTennis,,,Tennis Court,,
CollegeTheater,,,Theater,,
CollegeClass,,,College Classroom,,
SchoolHallway,,,School Hallway,,
HotelBedroom,,,Hotel Bedroom,,
Yacht1,,,Yacht Chill Room,,
Yacht2,,,Yacht Main Hall,,
Yacht3,,,Yacht Deck,,
Office1,,,Luxury Office,,
Office2,,,Open Office,,
EmptyWarehouse,,,Empty Warehouse,,
LeatherChamber,,,Leather Chamber,,
SciFiRed,,,Red Sci-Fi Room,,
LingerieShop,,,Lingerie Shop,,
Restaurant1,,,Restaurant 1,,
Restaurant2,,,Restaurant 2,,
HotelBedroom2,,,Hotel Bedroom 2,,
BeachSunset,,,Beach Sunset,,
Gymnasium,,,Gymnasium,,
ExtendedItemUnlockBeforeChange,,,Remove locks before changing,,
ExtendedItemNoItemPermission,,,Blocked due to item permissions,,
IntroductionMaidGreetings,,,"(As you enter the luxurious hallway, a maid comes to greet you.)  Welcome to the Bondage Club, is this your first visit?",,
ServerMessageOfferStartTrial,,,"SourceCharacter is offering you to start a trial period as her submissive.  Click on her and manage your relationship to accept, don't do anything to refuse.",,
ServerMessageStartTrial,,,The Bondage Club is pleased to announce that SourceCharacter is starting a 7 days minimum trial period as a submissive.,,
ServerMessageOfferEndTrial,,,"SourceCharacter has prepared a great collaring ceremony.  A maid brings a slave collar, which her submissive must consent to wear.",,
ServerMessageEndOwnershipTrial,,,The Bondage Club announces that SourceCharacter canceled the trial ownership of TargetCharacter.,,
ServerMessageEndOwnership,,,The Bondage Club announces that SourceCharacter released TargetCharacter from her ownership.,,
ServerMessageEndTrial,,,The Bondage Club is proud to announce that SourceCharacter is now fully collared.  Her fate is in her Mistress hands.,,
ServerMessageOwnerRuleChangeAllow,,,Your owner is now allowing you to access your wardrobe and change clothes.,,
ServerMessageOwnerRuleChangeBlock1Hour,,,Your owner has blocked your wardrobe access for an hour.  You won't be able to change clothes.,,
ServerMessageOwnerRuleChangeBlock1Day,,,Your owner has blocked your wardrobe access for a day.  You won't be able to change clothes.,,
ServerMessageOwnerRuleChangeBlock1Week,,,Your owner has blocked your wardrobe access for a week.  You won't be able to change clothes.,,
ServerMessageOwnerRuleChangeBlock,,,Your owner has blocked your wardrobe access.  You won't be able to change clothes until that rule is revoked.,,
ServerMessageOwnerRuleTalkAllow,,,Your owner is now allowing you to talk publicly when she's there.,,
ServerMessageOwnerRuleTalkBlock,,,Your owner is now preventing you from talking publicly when she's there.,,
ServerMessageOwnerRuleEmoteAllow,,,Your owner is now allowing you to emote when she's there.,,
ServerMessageOwnerRuleEmoteBlock,,,Your owner is now preventing you from emoting when she's there.,,
ServerMessageOwnerRuleWhisperAllow,,,Your owner is now allowing you to whisper to other members when she's there.,,
ServerMessageOwnerRuleWhisperBlock,,,Your owner is now preventing you from whispering to other members when she's there.,,
ServerMessageOwnerRuleChangePoseAllow,,,Your owner is now allowing you to change your pose when she's there.,,
ServerMessageOwnerRuleChangePoseBlock,,,Your owner is now preventing you from changing your pose when she's there.,,
ServerMessageOwnerRuleAccessSelfAllow,,,Your owner is now allowing you to access yourself when she's there.,,
ServerMessageOwnerRuleAccessSelfBlock,,,Your owner is now preventing you from accessing yourself when she's there.,,
ServerMessageOwnerRuleAccessOtherAllow,,,Your owner is now allowing you to access others when she's there.,,
ServerMessageOwnerRuleAccessOtherBlock,,,Your owner is now preventing you from accessing others when she's there.,,
ServerMessageOwnerRuleKeyAllow,,,Your owner is now allowing you to have keys.  You can buy keys from the club shop.,,
ServerMessageOwnerRuleKeyConfiscate,,,Your owner has confiscated your keys.  All your regular keys are lost.,,
ServerMessageOwnerRuleKeyBlock,,,Your owner is now preventing you from getting new keys.  The club shop will not sell keys to you anymore.,,
ServerMessageOwnerRuleSelfOwnerLockAllow,,,Your owner is now allowing to using owner locks on yourself.,,
ServerMessageOwnerRuleSelfOwnerLockBlock,,,Your owner is now preventing you from using owner locks on yourself.,,
ServerMessageOwnerRuleRemoteAllow,,,Your owner is now allowing you to have remotes.  You can buy remotes from the club shop.,,
